"","gridID","presence","year","predictedValue"
"116","X12-131",0,"2016",0
"117","X12-131",0,"2016",0
"118","X12-131",0,"2016",0
"119","X12-131",0,"2016",0
"120","X12-131",0,"2016",0
"121","X12-150",1,"2016",1
"122","X12-150",1,"2016",1
"123","X12-150",1,"2016",1
"124","X12-150",1,"2016",1
"125","X12-150",1,"2016",1
"126","X12-150",1,"2016",1
"127","X12-150",1,"2016",1
"128","X12-150",1,"2016",1
"129","X12-150",1,"2016",0
"130","X12-150",1,"2016",0
"131","X12-150",1,"2016",1
"132","X12-150",1,"2016",1
"133","X12-150",1,"2016",1
"134","X12-150",1,"2016",1
"135","X12-150",1,"2016",1
"136","X12-150",1,"2016",1
"137","X12-150",1,"2016",1
"138","X12-150",1,"2016",1
"139","X12-150",1,"2016",1
"140","X12-150",1,"2016",1
"141","X12-150",1,"2016",1
"142","X12-150",1,"2016",1
"143","X12-150",1,"2016",1
"144","X12-150",1,"2016",1
"145","X12-150",1,"2016",1
"146","X12-150",1,"2016",1
"147","X12-150",1,"2016",1
"148","X12-150",1,"2016",1
"149","X12-150",1,"2016",1
"150","X12-150",1,"2016",1
"151","X12-150",1,"2016",1
"152","X12-150",1,"2016",1
"153","X12-150",1,"2016",1
"154","X12-150",1,"2016",1
"155","X12-150",1,"2016",0
"156","X12-150",1,"2016",1
"157","X12-150",1,"2016",1
"158","X12-150",1,"2016",0
"159","X12-150",1,"2016",1
"160","X12-150",1,"2016",1
"161","X12-150",1,"2016",0
"162","X12-150",1,"2016",1
"163","X12-150",1,"2016",0
"164","X12-150",1,"2016",0
"165","X12-150",1,"2016",1
"166","X12-150",1,"2016",1
"167","X12-150",1,"2016",1
"168","X12-150",1,"2016",1
"169","X12-150",1,"2016",1
"170","X12-150",1,"2016",1
"171","X12-150",1,"2016",1
"172","X12-150",1,"2016",1
"173","X12-150",1,"2016",1
"174","X12-150",1,"2016",1
"175","X12-150",1,"2016",1
"176","X12-150",1,"2016",1
"177","X12-150",0,"2016",0
"178","X12-150",0,"2016",0
"179","X12-150",0,"2016",0
